,timestep,J,Cl mg/l,Q,ET,Q Cl mg/l,S_scale,Rn,Ta
1987-02-16,1385,0.0,0.0,2.334167598,0.574769415,,5435.489341,84.66666666666667,-4.460791666666666
1987-02-17,1386,0.0,0.0,2.02200838,0.528599317,6.3,5741.894523,88.125,-4.193795833333334
1987-02-18,1387,0.0,0.0,1.853572626,0.723460285,,5931.964437,121.08333333333333,-3.557016666666667
1987-02-19,1388,0.0,0.0,1.699969274,0.38183685,,6126.209436,63.583333333333336,-3.1810333333333336
1987-02-20,1389,0.0,0.0,1.554837989,0.185030475,,6322.070839,65.5,-4.05025
1987-02-21,1390,0.25,5.130548759,1.424287709,0.640646316,,6524.664002,79.0,-2.689295833333333
1987-02-22,1391,0.0,0.0,1.319907821,0.534091497,,6705.500773,46.833333333333336,-0.3460208333333334
1987-02-23,1392,4.25,6.162557389,1.229203911,0.048579729,,6870.074396,14.583333333333334,-1.667275
1987-02-24,1393,0.0,0.0,1.15951676,0.159563523,6.4,7012.212357,40.625,-3.5896166666666667
1987-02-25,1394,0.0,0.0,1.118011173,0.42957086,,7101.844504,66.04166666666667,-3.6197541666666666
1987-02-26,1395,23.5,3.150684932,2.803374302,0.173633294,,4767.216432,7.625,3.219583333333333
1987-02-27,1396,12.75,3.150684932,5.887156425,0.308411429,,3646.196747,20.541666666666668,6.385870833333333
1987-02-28,1397,3.0,3.150684932,4.390868715,0.804300885,,4180.510126,73.08333333333333,4.973904166666666
1987-03-01,1398,39.5,3.150684932,11.86577095,0.361622654,,2696.31801,25.958333333333332,6.473504166666667
1987-03-02,1399,1.25,3.150684932,14.81178771,1.325424259,,1920.446578,120.75,1.7825875
1987-03-03,1400,0.0,0.0,6.281497207,0.283933029,6.5,3529.287636,39.416666666666664,-3.30385
1987-03-04,1401,5.150683755,5.616438356,4.36877095,0.350258016,,4197.842613,60.791666666666664,-0.16977499999999998
1987-03-05,1402,0.0,0.0,3.490064246,0.672589311,,4626.716901,55.833333333333336,2.0488041666666668
1987-03-06,1403,3.622584805,5.616438356,2.990664804,0.284690965,,4935.542338,29.541666666666668,1.918425
1987-03-07,1404,0.0,0.0,2.619854749,0.0,,5197.061354,9.208333333333334,-0.9233750000000001
1987-03-08,1405,0.0,0.0,2.256963687,0.0,,5505.785654,5.083333333333333,-1.2992833333333333
1987-03-09,1406,11.93746175,5.616438356,1.983821229,0.0,,5784.648037,22.458333333333332,-2.5729333333333333
1987-03-10,1407,2.695555875,5.616438356,1.823958101,0.0,6.4,5970.342186,38.791666666666664,-2.3776125
1987-03-11,1408,2.69555588,6.02739726,1.694865922,0.274619979,,6133.093453,59.166666666666664,-2.0234375
1987-03-12,1409,4.41718103,6.02739726,1.636893855,0.791345627,,6216.093543,139.25,-1.6437916666666668
1987-03-13,1410,1.191894335,6.02739726,1.564717877,0.140067055,,6307.888924,34.541666666666664,-1.8982166666666667
1987-03-14,1411,4.983567935,6.02739726,1.553706704,0.522039231,,6347.97152,75.375,0.8515708333333333
1987-03-15,1412,1.179675635,6.02739726,1.869662011,0.434203968,,5927.426042,57.291666666666664,1.7092
1987-03-16,1413,1.424854915,6.02739726,1.883689944,0.773795095,,5916.137509,73.66666666666667,2.7786500000000003
1987-03-17,1414,19.78879293,6.02739726,5.477530726,0.389327359,5.8,3798.009307,26.208333333333332,4.675354166666667
1987-03-18,1415,12.55145511,8.082191781,5.680960894,0.471080266,,3660.499415,87.125,0.6247083333333333
1987-03-19,1416,9.320050675,8.082191781,3.84222067,0.441549103,,4438.552566,90.20833333333333,-0.26845
1987-03-20,1417,3.482980965,8.082191781,3.193793296,0.298489619,,4803.160138,127.08333333333333,0.08647083333333334
1987-03-21,1418,8.72635027,8.082191781,2.893097765,0.39995608,,5001.89849,126.5,0.8293791666666667
1987-03-22,1419,6.01251719,8.082191781,3.219611732,0.323209923,,4819.19316,71.91666666666667,2.6089208333333334
1987-03-23,1420,17.99061725,8.082191781,15.74426816,0.750238019,6.1,1950.712798,65.04166666666667,6.248279166666666
1987-03-24,1421,2.75,8.082191781,9.749212291,0.31003114,6.1,2838.451691,20.166666666666668,6.308004166666667
1987-03-25,1422,2.60585984,15.61643836,8.705740223,1.086424804,,3003.819918,107.375,4.514641666666667
1987-03-26,1423,42.56682873,15.61643836,19.40125978,0.401116016,,1873.417891,37.375,5.72025
1987-03-27,1424,34.09627682,15.61643836,41.83994413,0.331986461,,766.0565333,20.958333333333332,5.776841666666667
1987-03-28,1425,11.97368013,15.61643836,12.03365363,0.587325862,,2490.212429,56.708333333333336,2.1777666666666664
1987-03-29,1426,5.1164516,15.61643836,7.892371508,1.349958175,,3173.414494,143.95833333333334,1.2751708333333334
1987-03-30,1427,1.28690721,15.61643836,6.192075419,1.049179052,,3575.127704,92.66666666666667,4.955733333333334
1987-03-31,1428,11.63061475,15.61643836,5.343988827,0.728825231,6.3,3861.454305,72.0,6.148433333333333
1987-04-01,1429,7.693090515,1.369863014,6.571206704,0.581193428,,3499.649639,70.75,4.0685875000000005
1987-04-02,1430,7.940147525,1.369863014,5.533164804,0.663886944,,3796.196157,65.58333333333333,0.9626708333333333
1987-04-03,1431,0.42834141,1.369863014,5.076829609,0.97463283,,3921.640415,65.91666666666667,4.113716666666667
1987-04-04,1432,44.85958442,1.369863014,15.21520391,0.145931264,,1994.579144,10.583333333333334,4.492195833333333
1987-04-05,1433,1.71524862,1.369863014,12.5084162,1.837530603,,2374.614264,115.04166666666667,5.007808333333333
1987-04-06,1434,1.03460649,1.369863014,7.086142458,0.768541577,,3338.623375,78.83333333333333,6.332791666666666
1987-04-07,1435,7.5,1.369863014,5.685134078,0.481644694,6.4,3739.207086,31.5,3.431025
1987-04-08,1436,8.25,2.328767123,6.321695531,0.757801962,,3557.614575,55.291666666666664,3.4802874999999998
1987-04-09,1437,8.0,2.328767123,5.648053073,0.992705318,,3760.239897,84.75,2.684775
1987-04-10,1438,16.25,2.328767123,7.611611732,0.914587229,,3144.681282,84.25,2.2188458333333334
1987-04-11,1439,0.0,0.0,7.013036313,1.197524647,,3340.564907,129.375,0.7704166666666667
1987-04-12,1440,0.0,0.0,5.006086592,3.242546673,,3947.52614,248.95833333333334,3.033325
1987-04-13,1441,3.0,2.328767123,4.192139665,0.904058404,,4285.613793,68.875,6.022625000000001
1987-04-14,1442,0.0,0.0,3.389606145,3.033229306,6.2,4675.769419,199.83333333333334,7.639775
1987-04-15,1443,0.25,3.835616438,2.727427374,1.200717984,,5114.78421,83.95833333333333,6.3295208333333335
1987-04-16,1444,0.0,0.0,2.358653631,3.064715577,,5413.611047,180.58333333333334,8.667708333333334
1987-04-17,1445,0.0,0.0,2.051899441,4.532736051,,5708.625686,243.16666666666666,11.171741666666668
1987-04-18,1446,3.25,3.835616438,1.808698324,1.304679366,,5986.110276,68.66666666666667,8.388658333333334
1987-04-19,1447,20.0,3.835616438,2.284793296,1.769656319,,5549.380483,118.79166666666667,5.719766666666666
1987-04-20,1448,19.75,3.835616438,9.087837989,1.705759166,,2770.491477,141.83333333333334,3.218083333333333
1987-04-21,1449,0.0,0.0,3.813259777,2.318452192,6.2,4443.822222,167.54166666666666,6.345433333333333
1987-04-22,1450,0.0,0.0,3.001826816,2.562274391,,4915.357204,167.04166666666666,7.506925
1987-04-23,1451,0.0,0.0,2.466351955,3.959623537,,5317.546295,216.16666666666666,10.879600000000002
1987-04-24,1452,0.0,0.0,2.174606145,3.032925135,,5589.957174,161.75,12.150887500000001
1987-04-25,1453,0.0,0.0,1.924994413,3.803548606,,5843.893335,202.95833333333334,11.152204166666666
1987-04-26,1454,0.0,0.0,1.75346648,3.547185366,,6054.21561,187.58333333333334,12.418662500000002
1987-04-27,1455,0.0,0.0,1.567734637,4.308924753,,6302.667314,206.95833333333334,13.750829166666668
1987-04-28,1456,0.0,0.0,1.430019553,5.144875344,6.0,6511.472927,247.70833333333334,13.164804166666668
1987-04-29,1457,0.75,15.61643836,1.318675978,2.671982766,,6705.446712,120.54166666666667,12.181091666666667
1987-04-30,1458,3.25,15.61643836,1.250446927,1.054360305,,6837.83244,57.625,9.42715
1987-05-01,1459,5.75,15.61643836,1.294315642,1.786753651,,6746.565902,119.29166666666667,5.736070833333333
1987-05-02,1460,9.5,15.61643836,1.330994413,1.351953813,,6691.846439,100.70833333333333,3.2595541666666663
1987-05-03,1461,0.75,15.61643836,1.266586592,2.904338606,,6787.922561,197.33333333333334,3.2882000000000002
1987-05-04,1462,0.0,0.0,1.222969274,2.429886455,,6890.28374,153.70833333333334,4.686591666666667
1987-05-05,1463,0.0,0.0,1.149108939,4.423876146,6.1,7030.6796,254.875,7.156020833333333
1987-05-06,1464,0.0,0.0,1.093022346,5.542558556,,7150.629967,284.5416666666667,10.227308333333333
1987-05-07,1465,0.0,0.0,1.021851955,4.43227751,,7319.133876,226.79166666666666,11.6385125
1987-05-08,1466,0.0,0.0,0.959807263,5.327381565,,7472.509674,260.125,12.880941666666667
1987-05-09,1467,0.0,0.0,0.91201676,4.835852305,,7604.055112,279.6666666666667,9.226233333333333
1987-05-10,1468,0.0,0.0,0.853039106,3.742227418,,7770.252677,225.625,5.824429166666667
1987-05-11,1469,34.75,3.01369863,2.650877095,0.750509925,,4788.268409,48.875,6.803041666666666
1987-05-12,1470,15.0,3.01369863,5.52826257,1.772599773,6.6,3588.995225,141.875,4.9323041666666665
1987-05-13,1471,6.75,4.383561644,2.215835196,2.746027423,,5523.164368,196.41666666666666,4.9068875
1987-05-14,1472,20.25,4.383561644,5.757837989,1.925141925,,3710.149929,130.70833333333334,5.0474125
1987-05-15,1473,0.75,4.383561644,3.59776257,2.987079653,,4542.022719,222.91666666666666,3.898829166666667
1987-05-16,1474,0.0,0.0,2.706586592,3.781533451,,5123.951337,233.58333333333334,5.31935
1987-05-17,1475,7.25,4.383561644,2.543430168,0.676231499,,5270.37814,51.291666666666664,5.7912083333333335
1987-05-18,1476,2.75,4.383561644,2.345505587,1.977795018,,5427.08247,134.16666666666666,6.333200000000001
1987-05-19,1477,0.0,0.0,2.037645251,2.158619719,6.2,5727.180267,120.375,6.9379583333333334
1987-05-20,1478,0.0,0.0,1.879918994,4.352818271,,5902.111671,249.5,8.305883333333332
1987-05-21,1479,0.0,0.0,1.720608939,2.825982085,,6099.077655,163.33333333333334,7.777608333333333
1987-05-22,1480,0.5,2.248835879,1.61326257,2.359374917,,6243.504108,145.83333333333334,5.753220833333334
1987-05-23,1481,7.5,5.572100255,1.666860335,0.792760914,,6175.534714,42.458333333333336,5.15885
1987-05-24,1482,0.0,0.0,1.533494413,1.595589933,,6353.703291,137.41666666666666,6.179675
1987-05-25,1483,0.0,0.0,1.488368715,3.228756484,6.2,6433.142493,148.16666666666666,8.981691666666666
1987-05-26,1484,0.0,0.0,1.417701117,3.166600909,,6537.087366,167.54166666666666,10.822491666666666
1987-05-27,1485,0.0,0.0,1.317117318,4.565171076,,6706.921206,229.54166666666666,11.480400000000001
1987-05-28,1486,3.0,4.774004251,1.306558659,2.988126396,,6736.158903,165.75,8.855904166666667
1987-05-29,1487,0.0,0.0,1.240642458,1.87303346,,6844.36566,117.91666666666667,9.280370833333334
1987-05-30,1488,14.25,2.03227596,1.500561453,1.309751146,,6403.622357,82.79166666666667,9.714408333333333
1987-05-31,1489,9.25,6.533501084,1.376522346,4.324223309,,6610.809851,241.91666666666666,9.980287500000001
1987-06-01,1490,4.75,4.965041871,1.421899441,2.325525494,,6516.422851,132.25,9.491475
1987-06-02,1491,14.75,2.201875097,2.029273743,0.447419353,6.0,5712.858122,33.458333333333336,8.698120833333332
1987-06-03,1492,15.0,3.424657534,3.862458101,2.386082037,,4418.186406,137.20833333333334,9.9840875
1987-06-04,1493,0.5,3.424657534,2.834748603,3.850092098,,5009.086417,204.41666666666666,10.1182625
1987-06-05,1494,18.5,3.424657534,3.978100559,0.648968878,,4231.823969,42.125,9.101833333333333
1987-06-06,1495,19.5,3.424657534,7.308603352,2.030287122,,3329.803265,133.91666666666666,8.258116666666666
1987-06-07,1496,20.25,3.424657534,13.40446927,0.866643157,,2337.930755,53.291666666666664,6.473020833333333
1987-06-08,1497,7.25,3.424657534,9.807486034,1.603602129,,2829.272708,97.79166666666667,6.964895833333333
1987-06-09,1498,0.5,3.424657534,6.576536313,3.270345263,6.5,3464.947347,222.54166666666666,5.719720833333334
1987-06-10,1499,2.0,4.194123766,4.722234637,1.845747267,,4054.197525,114.20833333333333,6.383854166666667
1987-06-11,1500,0.5,1.504130901,3.672402235,3.28293905,,4523.622163,209.25,7.816554166666666
1987-06-12,1501,0.25,9.964008511,2.96849162,3.804228409,,4942.982664,224.66666666666666,7.186258333333334
1987-06-13,1502,0.0,0.0,2.566256983,3.895190475,,5239.638916,247.91666666666666,6.285191666666666
1987-06-14,1503,3.25,2.027936362,2.303798883,1.960384947,,5469.144439,106.33333333333333,6.178341666666667
1987-06-15,1504,0.5,3.928929916,2.106703911,1.688054826,,5656.90092,103.75,6.6218125
1987-06-16,1505,10.25,2.17917249,1.991941341,3.769297898,6.2,5805.906378,238.41666666666666,7.798041666666666
1987-06-17,1506,7.75,0.684931507,2.734340782,1.400467813,,5103.38919,93.58333333333333,8.0116625
1987-06-18,1507,19.75,0.684931507,3.675418994,2.141347966,,4502.098155,127.54166666666667,9.1387625
1987-06-19,1508,5.75,0.684931507,8.332290503,2.236637119,,2933.055759,140.16666666666666,9.137016666666666
1987-06-20,1509,0.0,0.0,3.995195531,5.440618896,,4349.598672,315.125,9.91085
1987-06-21,1510,0.25,0.684931507,3.140446927,4.182338231,,4832.636734,222.75,9.755041666666667
1987-06-22,1511,12.75,0.684931507,3.690502793,2.781372843,,4533.523474,149.875,10.138575000000001
1987-06-23,1512,2.25,0.684931507,2.943351955,1.830477495,6.1,4965.055758,94.875,10.589245833333333
1987-06-24,1513,0.75,0.547945205,2.57249162,4.205248215,,5233.040133,272.9166666666667,10.520504166666667
1987-06-25,1514,10.75,0.547945205,3.166013966,1.239312034,,4821.900586,78.41666666666667,11.413866666666665
1987-06-26,1515,5.0,0.547945205,2.740399441,2.571467687,,5118.444258,164.95833333333334,10.694445833333333
1987-06-27,1516,4.75,0.547945205,3.387594972,2.488509361,,4701.325931,154.5,13.848691666666667
1987-06-28,1517,15.25,0.547945205,4.817187151,1.023784507,,3981.509884,51.166666666666664,15.196041666666666
1987-06-29,1518,5.38696597,0.547945205,5.467248603,1.606270463,,3791.468959,101.0,14.237170833333332
1987-06-30,1519,0.0,0.0,4.428075419,3.19853648,5.8,4172.392152,199.25,12.312637500000001
1987-07-01,1520,0.0,0.0,3.598365922,3.783982076,,4568.875305,261.375,11.069966666666666
1987-07-02,1521,0.0,0.0,3.096075419,4.029901602,,4863.627723,198.0,11.414645833333333
1987-07-03,1522,0.0,0.0,2.716013966,5.857723105,,5126.055944,282.2916666666667,13.161520833333334
1987-07-04,1523,0.0,0.0,2.446868715,6.298732326,,5341.830144,295.375,14.401724999999999
1987-07-05,1524,0.0,0.0,2.205930168,6.445342591,,5556.304078,274.7916666666667,16.984533333333335
1987-07-06,1525,0.0,0.0,2.029349162,6.344242222,,5741.426738,279.25,16.873654166666665
1987-07-07,1526,0.0,0.0,1.892337989,4.372683932,6.0,5887.693716,237.79166666666666,12.5492875
1987-07-08,1527,0.0,0.0,1.753567039,4.402419738,,6057.32517,253.91666666666666,10.998495833333335
1987-07-09,1528,1.730232545,2.054794521,1.682497207,3.128472398,,6152.160731,164.04166666666666,12.607550000000002
1987-07-10,1529,2.426263845,2.054794521,1.625706704,1.290231279,,6227.116259,84.66666666666667,15.4609375
1987-07-11,1530,12.95897568,2.054794521,1.940807263,2.544986228,,5815.325503,164.79166666666666,13.138887500000001
1987-07-12,1531,0.696031295,2.054794521,1.502698324,3.321138106,,6391.168573,189.58333333333334,12.9175375
1987-07-13,1532,0.0,0.0,1.299821229,4.519819692,,6730.994115,230.95833333333334,14.116412500000001
1987-07-14,1533,8.5,2.054794521,1.42124581,0.506629694,5.9,6546.208537,56.583333333333336,13.378679166666666
1987-07-15,1534,5.75,0.684931507,1.445002793,1.891884137,,6495.199384,128.875,12.970579166666667
1987-07-16,1535,2.25,0.684931507,1.392938547,1.906218055,,6576.941234,94.29166666666667,10.837291666666665
1987-07-17,1536,5.75,0.684931507,1.303013966,1.767946069,,6747.373714,94.25,10.602945833333333
1987-07-18,1537,31.25,0.684931507,4.304539106,0.68227475,,3938.865396,49.416666666666664,9.150166666666665
1987-07-19,1538,17.25,0.684931507,9.908145251,1.005417163,,2772.555707,38.708333333333336,10.923233333333334
1987-07-20,1539,0.0,0.0,5.180606145,2.880537971,,3858.031991,137.875,11.4302625
1987-07-21,1540,0.0,0.0,3.647815642,1.455889825,5.8,4535.456503,73.25,10.891395833333334
1987-07-22,1541,0.0,0.0,2.996597765,1.87892526,,4924.964943,75.45833333333333,11.682525
1987-07-23,1542,0.0,0.0,2.55451676,4.382225025,,5249.94344,189.625,12.18865
1987-07-24,1543,0.75,0.821917808,2.32348324,2.893342849,,5451.484087,217.04166666666666,10.354483333333333
1987-07-25,1544,0.0,0.0,2.095340782,3.615054016,,5666.109668,173.41666666666666,8.812466666666667
1987-07-26,1545,17.0,0.821917808,1.942089385,1.568290306,,5861.785948,93.0,10.446420833333333
1987-07-27,1546,17.75,0.821917808,5.621178771,2.006539396,,3710.662791,99.58333333333333,12.503075
1987-07-28,1547,10.5,0.821917808,3.525636872,1.606028348,5.5,4655.143271,73.66666666666667,12.977675
1987-07-29,1548,8.5,1.369863014,6.76649162,2.228574197,,3432.342933,104.66666666666667,11.859787500000001
1987-07-30,1549,3.25,1.369863014,4.386368715,2.394279462,,4189.026761,143.33333333333334,11.247366666666666
1987-07-31,1550,6.5,1.369863014,4.150709497,2.006365453,,4314.541106,90.25,13.015608333333333
1987-08-01,1551,28.75,1.369863014,6.718248603,1.856640544,,3683.851349,90.54166666666667,10.530841666666667
1987-08-02,1552,8.5,1.369863014,17.93375698,2.625414318,,1675.35089,169.33333333333334,11.615066666666666
1987-08-03,1553,0.0,0.0,6.666561453,2.716674885,,3431.64962,178.04166666666666,9.574608333333334
1987-08-04,1554,0.0,0.0,4.587335196,3.630569272,5.7,4101.532453,247.0,8.050025
1987-08-05,1555,0.0,0.0,3.507913408,2.79661905,,4611.339227,192.625,7.014741666666667
1987-08-06,1556,0.0,0.0,2.925452514,3.907809092,,4973.242452,252.0,7.019566666666666
1987-08-07,1557,2.25,7.397260274,2.521382682,1.593547958,,5277.805539,120.875,7.640354166666666
1987-08-08,1558,1.5,7.397260274,2.292712291,1.004477509,,5477.112305,73.08333333333333,9.358424999999999
1987-08-09,1559,1.25,7.397260274,2.073243017,3.144846194,,5689.70658,209.29166666666666,9.545845833333333
1987-08-10,1560,0.0,0.0,1.852139665,3.493007192,,5933.475711,194.04166666666666,9.7359375
1987-08-11,1561,13.25,7.397260274,1.854125698,0.842676453,5.9,6007.924908,52.458333333333336,10.791341666666668
1987-08-12,1562,2.0,1.095890411,2.266039106,1.994264997,,5429.993493,98.25,13.543954166666666
1987-08-13,1563,13.0,1.095890411,3.264662011,3.057434714,,4710.146968,170.45833333333334,13.164462499999999
1987-08-14,1564,0.0,0.0,2.178377095,2.149836665,,5571.95585,137.29166666666666,11.099495833333334
1987-08-15,1565,0.0,0.0,1.891382682,3.399901754,,5886.047057,187.875,12.776179166666667
1987-08-16,1566,0.0,0.0,1.746829609,3.622941179,,6066.005659,224.83333333333334,14.087224999999998
1987-08-17,1567,0.5,1.095890411,1.640413408,3.969822693,,6206.591948,189.375,14.909625
1987-08-18,1568,1.0,1.095890411,1.60499162,2.201389241,5.9,6261.405981,112.29166666666667,13.575995833333332
1987-08-19,1569,0.0,0.0,1.573039106,2.408627298,,6303.926876,113.91666666666667,14.224916666666667
1987-08-20,1570,0.88507941,0.95890411,1.480324022,3.839447445,,6433.368006,134.75,16.7600875
1987-08-21,1571,11.75,0.95890411,1.886606145,3.29533019,,5873.373439,160.0,16.339408333333335
1987-08-22,1572,0.0,0.0,1.52552514,2.771544683,,6363.894924,126.29166666666667,13.397570833333333
1987-08-23,1573,14.5,0.95890411,1.641997207,1.204878327,,6213.554652,80.08333333333333,10.713541666666666
1987-08-24,1574,0.75,0.95890411,1.632519553,3.041218229,,6188.274527,164.58333333333334,9.212024999999999
1987-08-25,1575,0.75,0.95890411,1.390575419,3.44047177,5.9,6575.388181,212.41666666666666,8.881116666666665
1987-08-26,1576,4.75,5.342465753,1.371645251,0.804215927,,6622.634441,58.125,9.142454166666667
1987-08-27,1577,0.0,0.0,1.296351955,3.993685383,,6739.266836,222.91666666666666,9.6305125
1987-08-28,1578,0.0,0.0,1.206251397,2.133848865,,6919.527248,128.66666666666666,11.4525125
1987-08-29,1579,1.0,5.342465753,1.185435754,1.632258398,,6963.363118,92.45833333333333,12.060762500000001
1987-08-30,1580,0.0,0.0,1.131284916,4.680758735,,7067.517241,205.75,12.789908333333335
1987-08-31,1581,0.0,0.0,1.067631285,1.684643528,,7213.014966,101.79166666666667,11.304429166666667
1987-09-01,1582,8.0,5.342465753,1.176486034,0.817440493,5.8,6984.85653,57.875,12.327970833333334
1987-09-02,1583,0.0,0.0,1.073413408,1.884975988,,7194.590751,88.16666666666667,11.723183333333333
1987-09-03,1584,4.0,4.931506849,1.086435754,1.861258681,,7170.901595,116.29166666666667,11.901404166666666
1987-09-04,1585,0.5,4.931506849,0.987787709,2.348911017,,7396.907685,137.16666666666666,10.2424125
1987-09-05,1586,13.0,4.931506849,1.749444134,1.717675498,,6040.722096,116.04166666666667,10.01815
1987-09-06,1587,25.0,4.931506849,6.160776536,0.559920533,,3077.896159,38.083333333333336,10.0786625
1987-09-07,1588,0.0,0.0,3.568801676,2.449346076,,4499.730766,162.54166666666666,9.74095
1987-09-08,1589,0.25,4.931506849,2.376905028,2.824358941,5.6,5386.209212,171.0,9.234370833333333
1987-09-09,1590,10.75,4.931506849,2.568821229,1.401653521,,5188.840541,89.20833333333333,9.897575
1987-09-10,1591,1.0,4.931506849,2.541067039,2.216486843,,5226.268269,145.25,9.300341666666666
1987-09-11,1592,11.5,4.931506849,2.47346648,1.084693831,,5384.090022,57.041666666666664,11.384554166666668
1987-09-12,1593,9.0,4.931506849,5.46151676,0.467015724,,3782.911135,37.791666666666664,10.810766666666666
1987-09-13,1594,0.0,0.0,3.690955307,2.667828087,,4494.101451,168.04166666666666,9.411470833333334
1987-09-14,1595,7.75,4.931506849,3.284572626,1.289414358,,4752.916238,93.33333333333333,9.3967125
1987-09-15,1596,0.0,0.0,2.808980447,2.190656658,5.9,5059.20347,123.66666666666667,10.179683333333333
1987-09-16,1597,13.25,1.780821918,2.883569832,1.355657209,,5080.532389,79.54166666666667,10.936629166666668
1987-09-17,1598,9.0,1.780821918,6.379215084,1.162223055,,3510.31693,73.41666666666667,11.969625
1987-09-18,1599,0.25,1.780821918,3.857656425,2.078181565,,4426.422286,147.25,8.381941666666666
1987-09-19,1600,11.5,1.780821918,4.359544693,0.372093462,,4197.690988,28.375,10.081591666666666
1987-09-20,1601,0.5,1.780821918,3.917765363,1.408772738,,4396.995057,71.58333333333333,12.790795833333334
1987-09-21,1602,21.25,1.780821918,5.675002793,1.08494462,,3540.539503,49.0,13.015633333333334
1987-09-22,1603,0.25,1.780821918,6.013558659,1.746142709,5.5,3569.93727,108.91666666666667,9.673008333333334
1987-09-23,1604,20.75,6.164383562,5.68503352,0.967825457,,3792.262689,69.04166666666667,9.234545833333334
1987-09-24,1605,8.75,6.164383562,9.09972905,1.440781053,,2917.271352,104.25,6.985966666666666
1987-09-25,1606,0.5,6.164383562,5.920089385,1.391459189,,3650.167565,123.20833333333333,4.9534125
1987-09-26,1607,0.0,0.0,4.550631285,1.480228484,,4125.386006,114.20833333333333,4.558270833333333
1987-09-27,1608,0.0,0.0,3.71546648,1.346558135,,4507.213783,99.66666666666667,4.858545833333333
1987-09-28,1609,0.25,6.164383562,3.205634078,0.652642131,,4798.449144,49.458333333333336,5.777925
1987-09-29,1610,0.0,0.0,2.850486034,1.895508482,6.0,5030.127894,138.91666666666666,5.5432999999999995
1987-09-30,1611,0.0,0.0,2.558061453,0.922051761,,5249.980357,67.83333333333333,5.763925
1987-10-01,1612,0.0,0.0,2.299374302,1.901346783,,5471.033934,137.125,5.9083499999999995
1987-10-02,1613,0.5,2.465753425,2.118645251,0.305573377,,5647.595707,17.958333333333332,7.487854166666666
1987-10-03,1614,1.5,2.465753425,1.966148045,0.656059786,,5806.571677,45.041666666666664,8.454566666666667
1987-10-04,1615,2.0,2.465753425,1.896586592,0.791658087,,5888.070049,59.75,8.7096375
1987-10-05,1616,12.55060817,2.465753425,1.939550279,0.915743061,,5935.622531,43.416666666666664,10.271775
1987-10-06,1617,15.86373286,2.465753425,6.196877095,0.978595655,5.5,3489.195862,66.54166666666667,5.946437500000001
1987-10-07,1618,16.8642318,14.24657534,5.314424581,0.630789685,,3862.664772,38.083333333333336,7.490825
1987-10-08,1619,33.52710036,14.24657534,19.66281285,0.590588601,,1813.423168,24.833333333333332,3.5547958333333334
1987-10-09,1620,39.2681848,14.24657534,36.3462486,0.373890746,10.0,985.3759429,26.666666666666668,5.9418041666666666
1987-10-10,1621,0.82466324,14.24657534,13.85424302,0.654509066,,2232.896165,75.04166666666667,2.4825708333333334
1987-10-11,1622,1.486799995,14.24657534,7.52025419,1.243234633,,3233.464315,99.66666666666667,3.919675
1987-10-12,1623,8.064694355,14.24657534,5.681664804,0.948001714,,3750.437284,80.41666666666667,5.326766666666667
1987-10-13,1624,26.47146187,14.24657534,12.81811173,0.494767899,6.5,2356.538582,45.541666666666664,4.2999125000000005
1987-10-14,1625,23.44199662,4.383561644,25.31994134,0.518482528,7.3,1458.489535,47.416666666666664,3.0550041666666665
1987-10-15,1626,9.27008835,4.383561644,13.66416201,0.609385408,,2278.942514,56.916666666666664,4.217679166666667
1987-10-16,1627,29.78342402,4.383561644,25.55856704,0.909677489,,1386.474565,65.16666666666667,4.235779166666666
1987-10-17,1628,2.58065092,4.383561644,9.93077095,1.069173614,,2785.751846,72.875,6.950966666666666
1987-10-18,1629,55.92635901,4.383561644,39.31888827,0.188903648,,623.8803133,6.75,8.878833333333333
1987-10-19,1630,6.203302265,4.383561644,19.5286676,0.323187902,,1676.970708,17.458333333333332,9.173608333333332
1987-10-20,1631,4.0,4.383561644,9.20549162,0.158936178,6.3,2917.1046,9.875,9.228304166666666
1987-10-21,1632,28.55271411,1.506849315,18.42068715,0.125688117,,1903.29661,27.75,5.164058333333333
1987-10-22,1633,4.25,1.506849315,12.46681006,0.486391177,,2442.431979,66.79166666666667,2.954870833333333
1987-10-23,1634,0.25,1.506849315,7.817002793,1.224424781,,3181.137779,97.70833333333333,3.3107625000000005
1987-10-24,1635,0.0,0.0,5.539047486,1.141860354,,3765.310928,91.16666666666667,3.070308333333333
1987-10-25,1636,0.25,1.506849315,4.186960894,0.836757294,,4277.463227,85.91666666666667,3.988716666666667
1987-10-26,1637,0.5,1.506849315,3.315544693,0.673409638,,4720.565105,51.083333333333336,5.554691666666667
1987-10-27,1638,14.0,1.506849315,4.640907821,0.0849578,5.8,4021.701885,12.708333333333334,5.078125
1987-10-28,1639,0.0,0.0,3.90300838,0.795515977,,4379.471191,81.25,3.5190875
1987-10-29,1640,0.5,1.643835616,2.975958101,0.535230332,,4938.086017,57.416666666666664,2.2621541666666665
1987-10-30,1641,1.5,1.643835616,2.609321229,0.151280853,,5213.086234,12.375,4.716145833333333
1987-10-31,1642,1.25,1.643835616,2.468765363,0.314774006,,5324.412103,24.916666666666668,7.921875
1987-11-01,1643,0.0,0.0,2.19222905,0.656367202,,5570.911976,64.33333333333333,5.5173625
1987-11-02,1644,0.5,1.643835616,1.981835196,0.375650743,,5786.456769,31.5,5.976145833333334
