,timestep,J,Cl mg/l,Q,ET,Q Cl mg/l,S_scale,Rn,Ta
1987-11-03,1645,0.0,0.0,1.775162011,0.326207893,6.1,6027.190868,35.208333333333336,4.552958333333334
1987-11-04,1646,0.0,0.0,1.629351955,0.445811222,,6219.613462,35.583333333333336,4.580170833333333
1987-11-05,1647,0.0,0.0,1.502170391,0.705819079,,6403.005218,57.916666666666664,3.032966666666667
1987-11-06,1648,0.0,0.0,1.400027933,0.822583484,,6565.533001,78.75,4.9538625000000005
1987-11-07,1649,0.0,0.0,1.309977654,0.173712015,,6721.159243,32.916666666666664,1.3863124999999998
1987-11-08,1650,21.25,0.684931507,2.893097765,0.085004843,,4674.277625,14.458333333333334,4.448720833333334
1987-11-09,1651,1.25,0.684931507,3.896572626,0.165596039,,4226.777725,23.083333333333332,2.1519166666666667
1987-11-10,1652,27.0,0.684931507,6.366695531,0.23231396,5.6,3427.910555,35.791666666666664,3.8502958333333335
1987-11-11,1653,28.25,12.32876712,16.7057095,0.0,5.2,1965.667113,5.166666666666667,4.564466666666667
1987-11-12,1654,5.0,12.32876712,13.57939106,0.607208492,,2246.916485,19.916666666666668,2.4974166666666666
1987-11-13,1655,5.75,12.32876712,7.276877095,0.205549856,,3292.89351,31.541666666666668,2.439975
1987-11-14,1656,5.25,12.32876712,5.200139665,0.28238911,,3885.744338,36.208333333333336,2.6637375
1987-11-15,1657,13.41474358,12.32876712,7.689544693,0.296642512,,3251.429642,23.708333333333332,6.132625
1987-11-16,1658,26.25,12.32876712,14.24360615,0.182588317,,2237.319206,13.5,5.3378625
1987-11-17,1659,0.25,12.32876712,9.436122905,0.221618349,7.0,2863.52831,37.791666666666664,6.155725
1987-11-18,1660,22.75,4.246575342,8.438329609,0.165718345,,3125.322394,21.083333333333332,7.880916666666667
1987-11-19,1661,37.75,4.246575342,29.11618156,0.0,6.9,1276.06453,4.625,4.543020833333333
1987-11-20,1662,1.5,4.246575342,11.73167598,0.0,,2506.215394,14.625,3.0890541666666667
1987-11-21,1663,2.0,4.246575342,7.254377095,0.0,,3304.215475,14.958333333333334,3.143966666666667
1987-11-22,1664,9.75,4.246575342,6.253315642,0.013513829,,3581.195972,15.666666666666666,1.4749458333333332
1987-11-23,1665,10.5,4.246575342,5.642446927,0.115331894,,3777.779842,26.916666666666668,-0.04903749999999999
1987-11-24,1666,4.5,4.246575342,7.158192737,0.012616395,6.6,3334.751982,17.75,0.95325
1987-11-25,1667,0.0,0.0,5.126756983,0.0,,3912.360768,34.666666666666664,-0.030645833333333334
1987-11-26,1668,0.25,3.764261785,4.167477654,0.080640921,,4291.049926,49.708333333333336,-0.9550833333333334
1987-11-27,1669,0.0,0.0,3.431312849,0.365641851,,4659.957778,49.333333333333336,-0.7498166666666667
1987-11-28,1670,1.25,9.731586245,2.988703911,0.171938242,,4937.37098,18.25,1.0700375
1987-11-29,1671,2.25,10.57582596,2.703796089,0.161951775,,5138.14248,19.5,2.1792041666666666
1987-11-30,1672,3.25,4.193822499,2.410667598,0.115324424,,5371.603579,15.958333333333334,1.4105166666666669
1987-12-01,1673,0.0,0.0,2.166712291,0.094682158,6.5,5596.520061,18.0,0.681425
1987-12-02,1674,0.0,0.0,1.974896648,0.179848103,,5796.44662,17.5,-0.19184166666666666
1987-12-03,1675,0.0,0.0,1.803972067,0.058620401,,5993.407561,4.333333333333333,-1.6197875
1987-12-04,1676,0.5,53.75282037,1.67548324,0.029660419,,6157.842191,4.916666666666667,-0.8550291666666667
1987-12-05,1677,0.25,4.381922563,1.589480447,0.037824804,,6279.020526,4.208333333333333,0.24131666666666665
1987-12-06,1678,0.0,0.0,1.495206704,0.041805992,,6415.08391,4.0,-0.23177499999999998
1987-12-07,1679,0.0,0.0,1.438340782,0.032565693,,6507.246702,40.0,-1.6397666666666666
1987-12-08,1680,0.0,0.0,1.330567039,0.0,6.5,6679.180891,51.458333333333336,-4.1145875
1987-12-09,1681,0.0,0.0,1.222039106,0.0,,6886.472253,28.041666666666668,-3.5112916666666667
1987-12-10,1682,0.0,0.0,1.140360335,0.176127263,,7049.39125,56.333333333333336,-2.6649458333333333
1987-12-11,1683,0.0,0.0,1.07547486,0.029191052,,7195.053671,14.416666666666666,-1.8333291666666665
1987-12-12,1684,0.0,0.0,1.026829609,0.063985539,,7304.35308,7.5,-2.1180541666666666
1987-12-13,1685,0.0,0.0,0.957318436,0.031044198,,7480.337328,38.291666666666664,-2.0954916666666668
1987-12-14,1686,0.0,0.0,0.906837989,0.0,,7616.47332,6.958333333333333,-4.0979375
1987-12-15,1687,9.0,16.17385033,1.153458101,0.007116616,6.5,7047.891869,3.9166666666666665,-2.287325
1987-12-16,1688,25.75,2.191780822,7.53596648,0.125463381,7.3,3099.971262,7.083333333333333,6.509545833333333
1987-12-17,1689,41.5,2.191780822,16.79163687,0.055800762,,2069.913184,5.5,8.128475
1987-12-18,1690,16.0,2.191780822,30.6479162,0.092960421,,969.2741495,12.208333333333334,6.078991666666667
1987-12-19,1691,3.0,2.191780822,8.364469274,0.146698105,,3050.259959,14.541666666666666,5.492191666666667
1987-12-20,1692,19.0,2.191780822,10.51765642,0.084069633,,2727.121163,7.75,7.061629166666666
1987-12-21,1693,11.25,2.191780822,10.35467598,0.064313087,,2759.326907,13.708333333333334,5.9921875
1987-12-22,1694,0.5,2.191780822,8.82527933,0.0,6.2,2967.44849,24.041666666666668,1.6409833333333335
1987-12-23,1695,0.25,12.19178082,6.086463687,0.069864037,,3603.307002,5.666666666666667,1.6272958333333332
1987-12-24,1696,4.0,12.19178082,4.817438547,0.043232145,,4032.772245,4.791666666666667,4.265625
1987-12-25,1697,2.0,12.19178082,4.057391061,0.08210889,,4337.445849,12.083333333333334,4.078545833333333
1987-12-26,1698,24.0,12.19178082,10.60026536,0.089101392,,2461.045236,7.916666666666667,6.647470833333333
1987-12-27,1699,33.5,12.19178082,26.58956983,0.043155092,,1323.398467,3.5,7.819866666666666
1987-12-28,1700,15.5,12.19178082,12.05376536,0.113682347,,2513.522893,1.6666666666666667,8.0994875
1987-12-29,1701,47.0,12.19178082,45.07461453,0.008813049,,708.4751975,2.4166666666666665,7.7092
1987-12-30,1702,6.25,12.19178082,13.1757486,0.0,,2350.052956,6.625,5.760479166666666
1987-12-31,1703,10.0,12.19178082,10.42202514,0.123636995,,2748.568412,6.083333333333333,3.9058625
1988-01-01,1704,48.5,12.19178082,31.94542458,0.021592725,,1014.051942,3.5833333333333335,6.279991666666667
1988-01-02,1705,43.0,12.19178082,45.04009777,0.1227473,,709.9196124,7.375,3.982154166666667
1988-01-03,1706,7.75,12.19178082,13.56641899,0.157622088,,2303.775621,10.666666666666666,2.200791666666667
1988-01-04,1707,15.25,12.19178082,11.51462011,0.031010145,,2597.823881,5.625,1.7954625
1988-01-05,1708,4.75,12.19178082,8.912136872,0.076949608,7.2,2978.885827,14.0,1.7902833333333332
1988-01-06,1709,28.0,5.753424658,16.58061453,0.0,10.2,2039.31632,2.3333333333333335,0.6249958333333333
1988-01-07,1710,4.0,5.753424658,10.35525419,0.0,,2724.669116,34.833333333333336,-1.299275
1988-01-08,1711,17.0,5.753424658,10.01431006,0.093592885,,2827.379026,4.708333333333333,4.127433333333333
1988-01-09,1712,12.0,5.753424658,14.92836034,0.0,,2191.050821,5.791666666666667,6.132625
1988-01-10,1713,9.25,5.753424658,11.16050279,0.085626453,,2639.484499,32.0,1.2055458333333333
1988-01-11,1714,4.75,5.753424658,8.446324022,0.131248291,,3053.501552,16.583333333333332,1.0132833333333333
1988-01-12,1715,11.0,5.753424658,6.411343575,0.258720545,6.7,3546.495392,7.75,2.6115541666666666
1988-01-13,1716,3.5,4.794520548,7.188058659,0.034277362,,3313.510463,32.166666666666664,1.6335375
1988-01-14,1717,2.25,4.794520548,5.114212291,0.003529371,,3920.426786,25.041666666666668,1.6309333333333333
1988-01-15,1718,3.25,4.794520548,4.464553073,0.077652458,,4173.387663,14.041666666666666,3.063966666666667
1988-01-16,1719,1.25,4.794520548,3.957536313,0.373809839,,4393.157578,46.5,1.8340208333333334
1988-01-17,1720,20.0,4.794520548,4.64550838,0.145019764,,4261.700807,18.875,2.6743291666666664
1988-01-18,1721,6.75,4.794520548,10.04420112,0.093289656,,2699.852636,11.916666666666666,1.4356541666666667
1988-01-19,1722,2.75,4.794520548,6.505416201,0.140314117,6.6,3495.699728,20.958333333333332,2.7196458333333333
1988-01-20,1723,7.25,3.97260274,5.529871508,0.054717591,,3795.370797,21.958333333333332,-0.4515375
1988-01-21,1724,3.1527693,3.97260274,4.741994413,0.033127112,,4054.94273,37.25,-1.2822541666666667
1988-01-22,1725,0.0,0.0,4.141608939,0.0,,4309.115067,33.416666666666664,-1.7207083333333333
1988-01-23,1726,43.75,3.97260274,28.88919553,0.0860612,,1075.601042,8.791666666666666,2.4293875000000003
1988-01-24,1727,11.25,3.97260274,32.51139385,0.156391969,,924.1066502,17.916666666666668,3.5259666666666667
1988-01-25,1728,8.0,3.97260274,9.726159218,0.095467646,,2816.5752,11.666666666666666,1.7259291666666667
1988-01-26,1729,1.0,3.97260274,6.428337989,0.083196977,6.4,3506.243647,14.833333333333334,1.2857208333333332
1988-01-27,1730,0.5,29.5890411,4.743653631,0.116941476,,4049.672334,17.25,-0.37046666666666667
1988-01-28,1731,5.5,29.5890411,4.001807263,0.0,,4379.737088,4.5,-1.0939750000000001
1988-01-29,1732,4.25,29.5890411,4.054675978,0.119677278,,4351.19489,18.541666666666668,0.9039333333333334
1988-01-30,1733,12.75,29.5890411,4.647997207,0.100240577,,4103.764143,7.75,-0.17434583333333334
1988-01-31,1734,17.5,29.5890411,4.668888268,0.298089304,,4234.85617,35.25,-0.50035
1988-02-01,1735,20.75,29.5890411,13.82115922,0.251986217,9.5,2235.835304,5.875,2.1373666666666664
1988-02-02,1736,14.75,29.5890411,12.7287905,0.199876815,11.2,2418.736257,18.791666666666668,0.006966666666666695
1988-02-03,1737,21.75,12.46575342,12.12086313,0.137858302,,2496.838193,17.25,0.7609666666666667
1988-02-04,1738,15.5,12.46575342,12.29372346,0.039357385,,2472.980844,12.875,-0.06190000000000001
1988-02-05,1739,4.5,12.46575342,10.21145531,0.387798151,,2759.744697,50.25,-0.14557916666666668
1988-02-06,1740,3.25,12.46575342,6.881807263,0.151417528,,3392.911454,51.166666666666664,-1.8296791666666667
1988-02-07,1741,12.75,12.46575342,6.601826816,0.128759567,,3463.38229,24.916666666666668,-0.7723249999999999
1988-02-08,1742,2.0,12.46575342,5.719902235,0.275668002,,3700.869704,23.0,-1.0136875
1988-02-09,1743,13.75,12.46575342,13.63972626,0.54429942,9.7,2171.281999,15.583333333333334,0.47136249999999996
1988-02-10,1744,4.0,3.680284058,6.595013966,0.1726896,,3468.672843,21.708333333333332,-1.2335083333333332
1988-02-11,1745,3.0,2.354496977,5.095935754,0.200059792,,3924.38744,58.333333333333336,-1.1336791666666668
1988-02-12,1746,0.5,8.484454129,4.162851955,0.218440878,,4295.384511,62.875,-1.5173666666666668
1988-02-13,1747,20.0,2.835086021,9.218715084,0.061064604,,2711.025634,7.208333333333333,2.8098916666666667
1988-02-14,1748,5.75,2.535685405,8.329625698,0.640684308,,3086.998343,46.041666666666664,4.536458333333333
1988-02-15,1749,7.0,4.831278136,6.167011173,0.957328746,,3604.427658,50.708333333333336,4.597675
1988-02-16,1750,0.75,27.09359263,5.411564246,0.398503456,10.0,3805.987455,65.625,-0.042875
1988-02-17,1751,0.0,0.0,4.410854749,0.311140671,,4190.103254,39.375,0.9480666666666666
1988-02-18,1752,1.25,30.82191781,3.875128492,0.315948905,,4434.282469,23.25,2.4832916666666667
1988-02-19,1753,0.0,0.0,3.291159218,0.560814856,,4741.833106,52.666666666666664,2.9160791666666666
1988-02-20,1754,1.0,30.82191781,2.879497207,0.310693065,,5010.265948,30.833333333333332,1.9899666666666667
1988-02-21,1755,0.0,0.0,2.523871508,0.744968207,,5275.408369,58.916666666666664,2.3734541666666664
1988-02-22,1756,0.75,30.82191781,2.225765363,0.384518131,,5539.890321,39.333333333333336,1.3552541666666666
1988-02-23,1757,1.0,30.82191781,2.084505587,0.449892571,7.6,5683.149176,65.16666666666667,-0.7130291666666667
1988-02-24,1758,0.0,0.0,1.916120112,0.597209302,,5860.711467,85.25,-1.4694208333333334
1988-02-25,1759,0.0,0.0,1.748363128,0.940072325,,6062.107403,99.875,-1.1641791666666668
1988-02-26,1760,0.75,2.576759236,1.62751676,0.879194665,,6223.375354,77.33333333333333,-0.5391791666666667
1988-02-27,1761,0.0,0.0,1.565296089,0.670565724,,6316.732969,51.875,2.696425
1988-02-28,1762,0.25,7.176584423,1.48127933,1.285118433,,6431.044638,100.04166666666667,1.8994875
1988-02-29,1763,0.0,0.0,1.328304469,0.7627371,,6689.951431,107.70833333333333,-2.3623083333333335
1988-03-01,1764,2.25,0.516570053,1.243734637,0.501448026,7.1,6838.570925,123.45833333333333,-3.0719541666666665
1988-03-02,1765,1.5,6.164383562,1.166455307,0.343600041,,7000.201096,66.5,-2.3015875
1988-03-03,1766,17.75,6.164383562,2.327002793,0.502717549,,5338.066593,50.666666666666664,-0.26613749999999997
1988-03-04,1767,3.5,6.164383562,1.492567039,0.437527733,,6410.321529,118.16666666666667,-3.4024625
1988-03-05,1768,4.75,6.164383562,1.386678771,0.493860851,,6603.68584,56.416666666666664,-0.7375583333333333
1988-03-06,1769,20.75,6.164383562,5.105363128,0.17309176,,3683.965983,12.833333333333334,2.2005291666666666
1988-03-07,1770,6.25,6.164383562,3.076391061,0.499294448,,4839.114982,43.333333333333336,2.8971958333333334
1988-03-08,1771,0.75,6.164383562,2.433092179,1.25168743,9.5,5348.002126,82.33333333333333,2.655375
1988-03-09,1772,13.5,1.232876712,3.163248603,0.513388987,,4764.435263,54.458333333333336,3.2690875
1988-03-10,1773,0.0,0.0,3.185019553,0.751892766,,4760.385631,62.083333333333336,0.9737166666666667
1988-03-11,1774,14.25,1.232876712,3.491748603,0.282951493,,4648.320192,21.875,2.7691041666666667
1988-03-12,1775,15.5,1.232876712,5.96996648,0.460623107,,3637.047692,32.5,2.5112791666666667
1988-03-13,1776,34.75,1.232876712,11.44598883,0.452724058,,2607.398172,34.625,2.840279166666667
1988-03-14,1777,53.75,1.232876712,37.75618156,0.480660153,,1018.514825,34.125,4.543404166666667
1988-03-15,1778,33.25,1.232876712,31.54238547,0.242427606,9.9,1170.961346,20.416666666666668,3.3802125000000003
1988-03-16,1779,6.25,3.150684932,15.96698045,0.540125141,,2042.704935,51.25,1.5816
1988-03-17,1780,5.0,3.150684932,7.88925419,0.382976479,,3163.155162,35.0,0.4392416666666667
1988-03-18,1781,29.25,3.150684932,14.17985196,0.139399991,,2085.08539,11.25,1.0468666666666666
1988-03-19,1782,36.0,3.150684932,31.20076257,0.268562576,,1175.206726,21.708333333333332,5.924479166666667
1988-03-20,1783,2.5,3.150684932,14.36032961,0.853499937,,2182.144116,65.08333333333333,4.819445833333334
1988-03-21,1784,3.0,3.150684932,7.706513966,1.229874721,,3198.046077,111.125,3.986083333333333
1988-03-22,1785,19.75,3.150684932,10.57851955,0.43983793,8.4,2580.721704,36.875,4.1657874999999995
1988-03-23,1786,14.5,10.82191781,11.89287151,0.697364004,,2520.215941,58.708333333333336,2.936716666666667
1988-03-24,1787,14.5,10.82191781,9.257103352,0.70192934,,2945.649477,53.958333333333336,3.7595791666666667
1988-03-25,1788,20.0,10.82191781,17.33048045,1.064387242,,1938.72821,93.83333333333333,2.4216208333333333
1988-03-26,1789,11.5,10.82191781,10.23282402,0.584060443,,2761.004999,45.25,1.3986
1988-03-27,1790,0.25,10.82191781,6.607659218,1.037791399,,3459.918678,80.08333333333333,2.563825
1988-03-28,1791,19.0,10.82191781,6.889223464,1.410974054,,3425.978182,131.20833333333334,2.8860083333333333
1988-03-29,1792,1.75,10.82191781,6.216687151,1.278170917,8.8,3553.501155,97.375,1.9496541666666667
1988-03-30,1793,11.5,2.054794521,6.786326816,0.94344491,,3432.64132,92.08333333333333,0.7283041666666666
1988-03-31,1794,0.5,2.054794521,5.087363128,1.948618013,,3923.536851,185.79166666666666,1.8697916666666667
1988-04-01,1795,24.75,2.054794521,7.997002793,0.451303299,,3056.206891,40.958333333333336,2.140620833333333
1988-04-02,1796,14.25,2.054794521,13.97101676,0.359734316,,2287.747335,35.916666666666664,3.0416666666666665
1988-04-03,1797,3.25,2.054794521,7.689519553,2.61690354,,3194.601827,176.45833333333334,5.700116666666666
1988-04-04,1798,0.25,2.054794521,5.189480447,0.966968189,,3880.1438,75.91666666666667,2.6316125
1988-04-05,1799,0.0,0.0,4.071217877,1.736051509,8.1,4335.219683,146.08333333333334,1.5184749999999998
1988-04-06,1800,0.0,0.0,3.235751397,1.650118124,,4766.299826,144.08333333333334,0.9893583333333335
1988-04-07,1801,0.0,0.0,2.664125698,2.009791103,,5162.565601,155.41666666666666,2.833841666666667
1988-04-08,1802,2.5,2.085374977,2.339019553,0.542818165,,5434.922329,40.083333333333336,4.390687499999999
1988-04-09,1803,2.0,3.827704462,2.105798883,1.155457603,,5657.319047,114.54166666666667,-1.4557125
1988-04-10,1804,0.0,0.0,1.892111732,1.595175591,,5886.112732,133.375,1.4539625
1988-04-11,1805,0.0,0.0,1.710703911,2.853165747,,6108.209483,167.20833333333334,5.539179166666667
1988-04-12,1806,0.0,0.0,1.552550279,2.887579545,7.5,6326.320989,203.41666666666666,4.456058333333334
1988-04-13,1807,0.0,0.0,1.456240223,2.659638672,,6480.599994,224.375,1.8188958333333334
1988-04-14,1808,0.0,0.0,1.401837989,1.825271319,,6564.395532,126.45833333333333,3.2182583333333334
1988-04-15,1809,13.25,1.643835616,1.596117318,0.767170552,,6287.624692,52.791666666666664,7.172229166666667
1988-04-16,1810,7.0,1.643835616,1.857972067,0.56617382,,5904.021306,37.5,8.125858333333333
1988-04-17,1811,2.25,1.643835616,1.665477654,2.046066574,,6155.293935,128.375,7.9767875
1988-04-18,1812,9.5,1.643835616,1.906918994,0.436699845,,5858.202348,23.75,8.918641666666668
1988-04-19,1813,0.5,1.643835616,1.817522346,2.823741722,7.9,5947.150844,179.125,8.236108333333334
1988-04-20,1814,1.5,11.56341059,1.523187151,2.064681112,,6370.071445,156.625,6.749133333333333
1988-04-21,1815,2.25,1.843698129,1.452569832,1.486238324,,6488.108455,101.66666666666667,6.8298625
1988-04-22,1816,0.0,0.0,1.407921788,0.378566109,,6554.833808,34.666666666666664,4.380208333333333
1988-04-23,1817,0.0,0.0,1.340773743,2.044670739,,6665.969173,169.95833333333334,1.0716125
1988-04-24,1818,0.0,0.0,1.191871508,3.370590897,,6937.872862,264.875,1.6461083333333333
1988-04-25,1819,0.0,0.0,1.111675978,3.9280773,,7112.854859,260.2916666666667,4.217195833333333
1988-04-26,1820,0.0,0.0,1.052321229,2.720370398,7.2,7247.381656,181.33333333333334,5.005208333333333
1988-04-27,1821,0.0,0.0,0.999100559,2.64003255,,7373.694314,186.83333333333334,3.746525
1988-04-28,1822,0.0,0.0,0.954301676,0.732083797,,7489.375774,76.0,1.6128458333333333
1988-04-29,1823,0.0,0.0,0.92252514,0.355362975,,7576.330477,32.583333333333336,2.5416541666666665
1988-04-30,1824,4.25,5.753424658,0.928181564,0.39573802,,7572.995357,32.125,4.547741666666667
1988-05-01,1825,7.0,5.753424658,1.044955307,1.64555889,,7258.939395,122.95833333333333,5.895833333333333
1988-05-02,1826,13.25,5.753424658,1.320511173,1.573297169,,6717.456217,117.45833333333333,5.914970833333334
1988-05-03,1827,6.25,5.753424658,1.194561453,1.346884805,7.4,6948.387505,91.29166666666667,6.389620833333333
1988-05-04,1828,6.5,1.780821918,2.282807263,0.5689715,,5459.368594,49.791666666666664,5.671670833333334
1988-05-05,1829,0.0,0.0,1.502346369,4.134685155,,6389.057948,264.75,6.182929166666667
1988-05-06,1830,0.0,0.0,1.263293296,5.488520535,,6797.573853,297.6666666666667,9.233891666666667
1988-05-07,1831,3.0,1.780821918,1.187522346,3.033831983,,6962.057566,181.875,8.714487499999999
1988-05-08,1832,0.0,0.0,1.155620112,1.811120412,,7014.959466,113.95833333333333,8.024779166666667
1988-05-09,1833,0.0,0.0,1.098905028,3.801689227,,7141.887152,237.79166666666666,7.427683333333333
1988-05-10,1834,0.0,0.0,1.038243017,4.401775175,7.0,7279.739344,260.8333333333333,8.727683333333333
1988-05-11,1835,0.0,0.0,1.003575419,3.620669034,,7365.333493,186.79166666666666,10.157795833333333
1988-05-12,1836,0.0,0.0,0.978536313,0.953564256,,7429.634055,59.791666666666664,7.83645
1988-05-13,1837,0.0,0.0,0.955005587,2.512909328,,7488.123991,156.5,9.7951125
1988-05-14,1838,0.0,0.0,0.908346369,4.886096692,,7612.362388,257.5,12.895245833333334
