Date,year,month,day,WS01,WS02,WS03,WS06,WS07,WS08,WS09,WS10,MACK,LOOKOUT
1979-10-27,1979,10,27,0.016820207118,0.0077588160780000005,0.018802386408,0.002208714066,0.0018122782079999999,0.002406931995,0.0018122782079999999,0.002208714066,0.159820284468,1.7556445139999999
1979-10-28,1979,10,28,0.014384958276,0.006654459044999999,0.015489315309000001,0.002237030913,0.001585743432,0.001897228749,0.001614060279,0.001868911902,0.142518690951,1.585743432
1979-10-29,1979,10,29,0.011524956728999999,0.005550102012,0.011836442046,0.002152080372,0.0012742581149999999,0.001557426585,0.0012176244209999999,0.0015007928909999998,0.125386998516,1.387525503
1979-10-30,1979,10,30,0.033753681624,0.016027335402,0.034376652258,0.002576833077,0.001755644514,0.002775051006,0.005266933542,0.005295250389,0.22089972344699998,1.69901082
1979-10-31,1979,10,31,0.073793703282,0.026957638343999998,0.054255078852,0.0048704976839999995,0.004474061826,0.005635052553,0.00736238022,0.009457826898,0.395699619978,4.105942815
1979-11-01,1979,11,1,0.023276448233999998,0.012261194751,0.022766744988,0.004559012367,0.002491882536,0.0030015857819999997,0.0016423771260000001,0.003228120558,0.23027259980399997,2.5485162299999997
1979-11-02,1979,11,2,0.013931888723999999,0.008919806805,0.016423771259999997,0.003907724886,0.001727327667,0.002152080372,0.0011609907270000001,0.0020671298309999997,0.176951976903,1.98217929
1979-11-03,1979,11,3,0.010165748072999999,0.0077588160780000005,0.013846938183,0.003426338487,0.00141584235,0.001755644514,0.001047723339,0.001614060279,0.151098695592,1.585743432
1979-11-04,1979,11,4,0.043381409604,0.01953862443,0.041002794456,0.004077625967999999,0.002208714066,0.0034829721809999997,0.005493468318,0.007305746526,0.264139548816,2.5485162299999997
1979-11-05,1979,11,5,0.05312240497199999,0.021435853179,0.039105565707,0.004757230296,0.003313071099,0.004275843897,0.0046439629080000005,0.007957034007000001,0.292088276805,3.228120558
1979-11-06,1979,11,6,0.025966548699,0.013875255029999999,0.024012686255999997,0.005068715612999999,0.002633466771,0.003086536323,0.001783961361,0.00424752705,0.219767049567,2.5485162299999997
1979-11-07,1979,11,7,0.016933474506,0.010505550237,0.018490901091,0.004757230296,0.002010496137,0.002350298301,0.0012176244209999999,0.002633466771,0.181737524046,2.0388129839999998
1979-11-08,1979,11,8,0.011751491505,0.008551687794,0.014894661522,0.004275843897,0.0016706939729999998,0.001897228749,0.0010194064919999998,0.0019821792900000003,0.15489315308999999,1.727327667
1979-11-09,1979,11,9,0.009542777439,0.0075039644550000005,0.012770897997,0.003822774345,0.00141584235,0.001614060279,0.000877822257,0.0016423771260000001,0.13756324272599998,1.472476044
1979-11-10,1979,11,10,0.008211885629999999,0.006541191657,0.011355055647,0.003426338487,0.0012176244209999999,0.001387525503,0.0008211885630000001,0.001302574962,0.12422600778899999,1.302574962
1979-11-11,1979,11,11,0.007475647608,0.005550102012,0.010052480684999998,0.003086536323,0.001076040186,0.0012176244209999999,0.000792871716,0.001076040186,0.11238956574299999,1.1893075739999999
1979-11-12,1979,11,12,0.007022578056,0.005012081918999999,0.009457826898,0.0028316847,0.0009910896450000001,0.001076040186,0.000736238022,0.000934455951,0.104007779031,1.1043570329999999
1979-11-13,1979,11,13,0.006371290575,0.004700596602,0.008778222569999999,0.0026617836179999997,0.000934455951,0.000962772798,0.000651287481,0.000934455951,0.097863023232,1.0194064919999999
1979-11-14,1979,11,14,0.006003171563999999,0.004219210203,0.008013667701,0.0025201993829999996,0.000877822257,0.0009061391039999999,0.000594653787,0.000764554869,0.09387034780499999,0.991089645
1979-11-15,1979,11,15,0.005833270482,0.003992675427,0.007560598149,0.002293664607,0.0008211885630000001,0.00084950541,0.000651287481,0.000792871716,0.08970777129600001,0.934455951
1979-11-16,1979,11,16,0.008948123652,0.006739409585999999,0.014130106653,0.002378615148,0.000962772798,0.0011609907270000001,0.0009910896450000001,0.0015007928909999998,0.1104357033,1.13267388
1979-11-17,1979,11,17,0.03239447296799999,0.013875255029999999,0.029194669256999997,0.002633466771,0.0012742581149999999,0.001925545596,0.004077625967999999,0.00424752705,0.171515142279,1.444159197
1979-11-18,1979,11,18,0.108793326174,0.023418032468999997,0.051055275140999994,0.002775051006,0.001557426585,0.0019821792900000003,0.012770897997,0.012402778986,0.17998187953199998,2.4635656889999997
1979-11-19,1979,11,19,0.056237258142,0.017244959823,0.029930907278999996,0.002605149924,0.0014441591969999998,0.0016423771260000001,0.00424752705,0.008041984548,0.15005097225300001,2.1237635249999998
1979-11-20,1979,11,20,0.036132296772,0.013648720254,0.021605754261,0.002605149924,0.001387525503,0.001614060279,0.002293664607,0.005295250389,0.141074531754,1.8405950549999999
1979-11-21,1979,11,21,0.025513479147,0.011921392587,0.018321000009,0.002633466771,0.001359208656,0.001727327667,0.0016423771260000001,0.0036245564159999998,0.143396513208,1.585743432
1979-11-22,1979,11,22,0.057398248869,0.024494072654999997,0.046269727998,0.004587329214,0.004190893356,0.005493468318,0.004672279755,0.007447330761,0.302593827042,2.6334667709999997
1979-11-23,1979,11,23,0.102931738845,0.035056256586,0.05578418859,0.007617231843,0.006484557963,0.006597825351,0.006088122105,0.012572680067999999,0.34093483787999995,3.96435858
1979-11-24,1979,11,24,0.24649815313499998,0.10250698614,0.163020088179,0.024125953643999998,0.018774069561,0.024748924278,0.019198822266,0.035509326138,1.350798552441,10.47723339
1979-11-25,1979,11,25,0.170439102093,0.084299253519,0.11170996141499999,0.023304765080999996,0.013960205570999999,0.015460998462,0.010562183931,0.022851695529000002,0.796213103946,7.758816078
