DBCODE,ENTITY,SITECODE,RELHUM_METHOD,HEIGHT,QC_LEVEL,PROBE_CODE,DATE,RELHUM_MEAN_DAY,RELHUM_MEAN_FLAG,RELHUM_MAX_DAY,RELHUM_MAX_FLAG,RELHUM_MAXTIME,RELHUM_MIN_DAY,RELHUM_MIN_FLAG,RELHUM_MINTIME,EVENT_CODE
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-11-23,100.0,A,100.0,A,0005,99.6,A,1415,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-11-24,97.2,A,100.0,A,0005,77.7,A,1435,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-11-25,75.7,A,100.0,A,0005,56.9,A,2155,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-11-26,85.7,A,100.0,A,0940,47.5,A,0245,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-11-27,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-11-28,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-11-29,99.7,A,100.0,A,0005,89.9,A,1405,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-11-30,94.0,A,100.0,A,0005,63.6,A,1345,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-01,99.7,A,100.0,A,0005,93.5,A,1420,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-02,98.7,A,100.0,A,0005,86.7,A,1045,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-03,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-04,99.0,A,100.0,A,0005,89.5,A,1455,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-05,88.8,A,100.0,A,0005,53.6,A,2215,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-06,47.5,A,69.7,A,0145,30.4,A,1135,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-07,35.4,A,54.6,A,0945,23.2,A,1800,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-08,39.4,A,56.4,A,1520,26.6,A,0515,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-09,47.6,A,58.5,A,1035,35.4,A,1330,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-10,32.6,A,47.3,A,0920,18.7,A,1330,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-11,38.0,A,53.5,A,0045,27.7,A,1310,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-12,38.4,A,53.2,A,1455,27.8,A,1320,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-13,42.4,A,55.6,A,1835,31.7,A,0205,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-14,50.3,A,64.9,A,1605,43.4,A,1400,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-15,78.9,A,100.0,A,1530,48.0,A,0045,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-16,100.0,A,100.0,A,0005,98.5,A,1515,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-17,99.4,A,100.0,A,0005,95.0,A,1525,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-18,96.3,A,100.0,A,0005,84.3,A,2400,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-19,90.1,A,100.0,A,1405,63.4,A,1035,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-20,100.0,A,100.0,A,0005,99.5,A,1430,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-21,99.2,A,100.0,A,0005,88.9,A,1250,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-22,100.0,A,100.0,A,0005,98.8,A,1545,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-23,99.1,A,100.0,A,0005,88.4,A,1850,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-24,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-25,99.9,A,100.0,A,0005,97.2,A,1320,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-26,97.7,A,100.0,A,0005,86.4,A,2140,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-27,99.9,A,100.0,A,0030,97.5,A,1300,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-28,99.1,A,100.0,A,0005,86.2,A,1440,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-29,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-30,93.5,A,100.0,A,0005,69.1,A,2005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2017-12-31,61.4,A,77.0,A,0015,39.8,A,1235,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-01,75.8,A,87.1,A,0835,53.3,A,1400,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-02,54.2,A,75.1,A,0005,39.5,A,1125,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-03,63.9,A,75.0,A,1610,55.8,A,1405,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-04,71.6,A,90.2,A,2135,60.0,A,1355,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-05,92.5,A,100.0,A,0910,72.0,A,0745,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-06,99.8,A,100.0,A,0005,96.0,A,1320,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-07,92.4,A,100.0,A,0005,70.7,A,1720,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-08,80.8,A,98.9,A,2400,64.4,A,1120,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-09,100.0,A,100.0,A,0015,99.4,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-10,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-11,99.9,A,100.0,A,0005,95.1,A,1545,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-12,99.6,A,100.0,A,0005,94.9,A,1515,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-13,73.4,A,98.1,A,0005,52.6,A,1415,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-14,53.7,A,62.1,A,0025,37.7,A,1215,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-15,53.7,A,95.4,A,2400,31.7,A,1220,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-16,93.4,A,100.0,A,0100,73.5,A,2150,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-17,74.0,A,100.0,A,2150,48.3,A,1830,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-18,100.0,A,100.0,A,0005,99.7,A,0230,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-19,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-20,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-21,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-22,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-23,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-24,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-25,100.0,A,100.0,A,0005,95.2,A,0445,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-26,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-27,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-28,92.9,A,100.0,A,0005,72.3,A,2315,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-29,60.0,A,100.0,A,2040,24.0,A,1425,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-30,99.9,A,100.0,A,0005,96.9,A,1440,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-01-31,99.2,A,100.0,A,0005,89.9,A,1250,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-01,92.7,A,100.0,A,1820,80.7,A,1255,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-02,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-03,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-04,99.4,A,100.0,A,1335,92.6,A,1640,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-05,91.6,A,100.0,A,0005,62.3,A,1515,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-06,88.9,A,100.0,A,0110,59.6,A,1505,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-07,77.9,A,93.4,A,0230,51.0,A,1220,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-08,73.0,A,93.5,A,2400,49.8,A,1450,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-09,88.9,A,100.0,A,0625,67.3,A,1345,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-10,70.2,A,94.1,A,0305,39.2,A,1350,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-11,83.9,A,100.0,A,1500,53.0,A,0635,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-12,58.6,A,100.0,A,0005,30.2,A,2035,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-13,33.5,A,53.3,A,2315,13.5,A,1405,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-14,93.5,A,100.0,A,0345,44.4,A,0230,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-15,99.3,A,100.0,A,0005,92.4,A,1300,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-16,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-17,100.0,A,100.0,A,0005,99.4,A,1820,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-18,99.9,A,100.0,A,0005,98.2,A,1020,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-19,96.0,A,100.0,A,0005,85.8,A,1155,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-20,97.0,A,100.0,A,1700,89.0,A,1105,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-21,96.9,A,100.0,A,0005,88.3,A,1455,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-22,94.2,A,99.8,A,0055,70.9,A,1245,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-23,92.3,A,100.0,A,2400,74.4,A,1335,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-24,100.0,A,100.0,A,0005,99.5,A,1350,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-25,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-26,96.0,A,100.0,A,0005,77.5,A,1230,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-27,95.9,A,100.0,A,1805,73.7,A,1215,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-02-28,99.7,A,100.0,A,0005,95.9,A,1240,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-01,97.8,A,100.0,A,0005,82.4,A,1100,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-02,97.2,A,100.0,A,0005,83.6,A,1310,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-03,95.1,A,100.0,A,0245,64.9,A,1235,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-04,96.4,A,100.0,A,0005,74.2,A,1300,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-05,94.3,A,100.0,A,0005,73.2,A,1330,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-06,86.3,A,99.3,A,0455,58.0,A,1400,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-07,67.4,A,87.3,A,2230,41.8,A,1545,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-08,88.2,A,100.0,A,1150,58.0,A,0710,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-09,99.4,A,100.0,A,0005,86.2,A,1455,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-10,85.3,A,100.0,A,0005,48.9,A,1510,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-11,72.8,A,96.3,A,0515,40.6,A,1440,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-12,53.9,A,69.6,A,0005,29.9,A,1210,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-13,88.4,A,100.0,A,1025,46.8,A,0010,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-14,96.5,A,100.0,A,0005,70.8,A,1510,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-15,95.8,A,100.0,A,0005,69.7,A,1325,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-16,97.2,A,100.0,A,0005,71.4,A,1300,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-17,100.0,A,100.0,A,0005,96.8,A,1445,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-18,94.6,A,100.0,A,0005,63.9,A,1450,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-19,81.7,A,100.0,A,0010,33.7,A,1405,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-20,78.7,A,100.0,A,0615,37.0,A,1355,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-21,96.0,A,100.0,A,0720,82.5,A,1320,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-22,98.8,A,100.0,A,0005,88.3,A,1600,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-23,99.9,A,100.0,A,0025,94.6,A,0200,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-24,98.2,A,100.0,A,0005,78.1,A,1040,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-25,97.0,A,100.0,A,0005,81.4,A,1120,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-26,98.7,A,100.0,A,0005,88.4,A,1200,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-27,99.2,A,100.0,A,0005,90.0,A,1115,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-28,91.3,A,100.0,A,0005,63.3,A,1405,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-29,85.8,A,100.0,A,0045,55.0,A,1455,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-30,80.9,A,100.0,A,0135,32.3,A,1120,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-03-31,87.6,A,100.0,A,0535,67.1,A,1550,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-01,91.7,A,100.0,A,1420,57.4,A,1025,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-02,92.9,A,100.0,A,0005,65.4,A,1440,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-03,75.1,A,99.9,A,2400,36.3,A,1240,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-04,94.0,A,100.0,A,0055,82.0,A,1910,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-05,99.8,A,100.0,A,0815,93.7,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-06,93.5,A,100.0,A,0005,67.5,A,1600,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-07,97.4,A,100.0,A,0005,71.6,A,1255,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-08,99.6,A,100.0,A,0005,89.5,A,1610,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-09,77.7,A,100.0,A,0005,39.3,A,1440,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-10,91.7,A,100.0,A,0810,65.0,A,0125,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-11,98.7,A,100.0,A,0005,88.2,A,1100,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-12,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-13,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-14,93.0,A,100.0,A,0005,66.8,A,1155,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-15,100.0,A,100.0,A,0005,98.2,A,1205,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-16,100.0,A,100.0,A,0005,97.7,A,1400,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-17,99.6,A,100.0,A,0005,91.8,A,1510,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-18,96.2,A,100.0,A,0005,70.7,A,1310,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-19,90.2,A,100.0,A,0005,61.7,A,1300,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-20,76.6,A,100.0,A,0535,27.8,A,1335,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-21,79.1,A,100.0,A,0615,43.5,A,1330,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-22,65.7,A,92.4,A,0535,28.3,A,1310,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-23,37.1,A,66.5,A,0005,21.6,A,1335,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-24,32.1,A,50.7,A,0405,13.0,A,1520,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-25,38.5,A,58.0,A,0750,15.2,A,1350,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-26,46.1,A,97.2,A,2400,16.9,A,1240,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-27,99.8,A,100.0,A,0045,96.5,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-28,98.3,A,100.0,A,0005,81.6,A,1215,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-29,98.9,A,100.0,A,0005,85.6,A,1455,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-04-30,97.3,A,100.0,A,0005,71.5,A,1305,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-01,97.5,A,100.0,A,0005,85.2,A,1745,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-02,77.6,A,100.0,A,0005,34.9,A,1315,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-03,69.6,A,96.1,A,0535,27.1,A,1110,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-04,56.6,A,88.3,A,0450,27.3,A,1700,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-05,54.8,A,78.7,A,2340,24.2,A,1235,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-06,79.2,A,100.0,A,2255,54.3,A,1435,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-07,74.3,A,100.0,A,0235,34.0,A,1255,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-08,78.4,A,100.0,A,2225,36.6,A,1305,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-09,84.7,A,100.0,A,0005,50.0,A,1345,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-10,97.2,A,100.0,A,0405,83.6,A,1430,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-11,95.5,A,100.0,A,0005,78.2,A,1530,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-12,72.7,A,100.0,A,0500,27.2,A,1430,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-13,57.3,A,88.8,A,0420,18.1,A,1425,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-14,49.9,A,74.9,A,2400,19.2,A,1415,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-15,79.4,A,100.0,A,2220,51.8,A,1210,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-16,100.0,A,100.0,A,0005,100.0,A,0005,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-17,84.3,A,100.0,A,0005,51.2,A,1420,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-18,72.0,A,99.9,A,0635,21.2,A,1315,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-19,69.2,A,95.3,A,0535,28.6,A,1200,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-20,76.5,A,95.6,A,0620,45.7,A,1415,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-21,72.9,A,99.1,A,0530,38.2,A,1220,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-22,63.6,A,88.0,A,0435,27.6,A,1210,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-23,73.9,A,94.0,A,2400,48.6,A,1345,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-24,79.3,A,98.3,A,0345,40.9,A,1145,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-25,96.9,A,100.0,A,0405,88.9,A,1530,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-26,83.9,A,100.0,A,0525,59.7,A,1600,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-27,73.3,A,98.8,A,0555,41.3,A,1230,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-28,67.8,A,92.6,A,0620,34.9,A,1500,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-29,76.8,A,93.0,A,0505,50.3,A,1205,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-30,72.1,A,96.1,A,0610,40.3,A,1245,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-05-31,91.3,A,100.0,A,0850,63.4,A,1445,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-01,70.6,A,100.0,A,0005,31.2,A,1440,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-02,56.0,A,79.4,A,0545,27.5,A,1515,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-03,62.1,A,84.7,A,2400,41.0,A,1500,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-04,69.5,A,91.1,A,0520,40.6,A,1535,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-05,57.1,A,83.6,A,0640,20.8,A,1340,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-06,61.8,A,89.6,A,2400,34.9,A,1135,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-07,76.7,A,100.0,A,0610,38.4,A,1505,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-08,82.4,A,100.0,A,1740,40.9,A,1110,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-09,99.7,A,100.0,A,0005,90.3,A,1045,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-10,97.9,A,100.0,A,0005,81.3,A,1140,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-11,85.9,A,100.0,A,0005,43.5,A,1420,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-12,62.6,A,96.3,A,0240,21.6,A,1200,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-13,72.1,A,91.0,A,2110,53.0,A,0730,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-14,75.0,A,96.7,A,0535,39.1,A,1340,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-15,76.3,A,96.0,A,0140,47.6,A,1340,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-16,82.4,A,100.0,A,1845,33.0,A,1320,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-17,80.7,A,97.8,A,1715,39.7,A,1245,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-18,78.1,A,96.9,A,0835,47.1,A,1300,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-19,63.5,A,87.7,A,0605,26.3,A,1300,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-20,72.0,A,100.0,A,1710,29.6,A,1050,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-21,81.5,A,100.0,A,0005,38.2,A,1405,"NA"
MS001,2,"WS7MET","REL216",150,1D,"RELWS704",2018-06-22,78.5,A,100.0,A,0525,40.1,A,1545,"NA"
